lat,lon,hardness,ph,station
-34.24244,21.540110000000002,55.93317,3.745,3421BA00122
-34.204809999999995,21.58969,110.20141699999999,7.485,3421BA00129
-34.20883,21.65022,41.616759,7.2189999999999985,3421BA00139
-34.19981,21.54547,56.21791699999999,7.402,3421BA00145
-34.19847,21.63506,89.10215099999999,7.516,3421BA00147
-34.00108,21.67178,232.66781200000003,8.065,3421BA00149
-34.237809999999996,21.552,68.269342,7.516,3421BA00151
-34.236309999999996,21.61822,133.092449,7.632999999999999,3421BA00155
-34.241640000000004,21.65486,113.62923599999999,7.524,3421BA00156
-34.23658,21.74917,98.980496,7.576,3421BA00162
-34.1965,21.83697,902.385672,7.859,3421BB00099
-34.07342,21.880860000000002,100.24891199999999,6.627999999999999,3421BB00113
-34.07342,21.880860000000002,85.923608,6.93,3421BB00117
-34.25092,21.58042,78.58390299999999,7.4529999999999985,3421BC00006
-34.25642,21.58597,300.72678799999994,8.16,3421BC00077
-34.38478,21.65611,476.482568,8.189,3421BC00079
-34.38519,21.658079999999998,169.797844,8.517999999999999,3421BC00080
-34.26797,21.75689,282.50820699999997,8.05,3421BD00070
-34.30211,21.81814,284.132461,8.387,3421BD00077
-34.32478,21.832829999999998,279.156507,8.454,3421BD00079
-34.291,21.78011,256.484121,8.318999999999999,3421BD00091
-34.046640000000004,22.10128,43.266665,7.155,3423AA00011
-25.193579999999997,25.80122,215.483345,8.007,A1E001
-25.45700000000001,25.853309999999972,233.52633650485438,8.214466019417479,A1H001
-25.444399999999995,25.86209999999999,261.01058848076923,8.021730769230768,A1H002Q01
-25.545000000000023,25.93527999999997,202.81257945205476,7.874246575342465,A1H003Q01
-25.544169999999955,25.947499999999994,233.90684342105257,7.936578947368417,A1H004Q01
-25.331110000000038,25.76000000000002,293.4875573033707,8.001797752808985,A1H005Q01
-25.900223262935835,28.172561235480202,179.6817577740231,7.7733776595744555,A21
-25.57048461538462,28.056457692307692,241.13119961538462,7.8490769230769235,A23
-24.83468,28.224109999999996,16.281836,7.427,A23BUFF-KOMAN
-24.9061,28.258,20.217754,7.282999999999999,A23PLAT-NOODS
-24.8575,27.9109,30.400013,7.497000000000001,A23TOOY-ETOSH
-24.6416,27.3681,224.499252,7.683,A24CROC-BENAL
-24.8898,27.5183,211.157689,8.272,A24CROC-KOEDO
-24.2925,27.028,222.316984,7.5379999999999985,A24CROC-MORGE
-24.5877,27.2497,194.95072499999998,8.019,A24CROC-SWEET
-24.6842,27.469,29.050586999999993,7.296,A24SAND-BRAKV
-24.5381,27.6408,14.311277999999998,7.105,A24SUND-BUFFE
-24.6302,27.6058,21.955776,7.204,A24SUND-WATER
-24.678,27.8991,48.155269999999994,7.777,A24VING-KAREE
-25.6173,27.76687,473.69159999999994,7.7,A2CROC-BRITS
-25.54833,27.709390000000003,296.760334,8.302499999999998,A2CROC-ZOUTP
-25.55511,26.90881,41.217558000000004,7.5085,A2DWAR-BULHO
-25.51572,26.93144,47.78190033333333,7.8326666666666656,A2DWAR-WATER
-25.46392,26.78925,75.84209633333333,8.493500000000001,A2ELAN-BESTE
-25.30617,27.476190000000003,175.411202,8.347999999999999,A2ELAN-BULHO
-25.70881,26.714309999999998,25.025498,7.3965,A2ELAN-DOORK
-25.84103,26.756,19.0884275,7.617999999999999,A2ELAN-DOORN
-25.44653,26.894779999999997,197.89116624999997,8.091666666666667,A2ELAN-HOOGE
-25.726560000000003,26.72044,30.964561333333332,7.7358,A2ELAN-KLIPB
-25.4824,26.69,74.2907035,7.782500000000001,A2ELAN-LINDL
-25.58186,26.67789,65.810311,7.855666666666667,A2ELAN-NOOIT
-25.33439999999998,27.291399999999992,273.10022869767437,8.282279069767442,A2ELAN-RIETS
-25.65025,26.690609999999996,33.71865366666666,7.598666666666666,A2ELAN-SWART
-25.86272,26.77842,134.94274099999998,8.122,A2ELAN-VLAKF
-25.380560000000482,28.316670000000144,149.70377966410274,8.106082121471346,A2H006Q01
-25.98582999999996,28.331110000000063,125.53943564356429,7.8413861386138635,A2H008
-25.87639,28.265279999999997,135.05599999999998,8.29,A2H009Q01
-26.02167000000007,27.564720000000165,135.81397544908612,8.037859416445617,A2H010Q01
-25.810480000000094,27.909549999997925,192.40227632906885,7.821948794284005,A2H012Q01
-25.777029999999765,27.761109999999594,203.08727214628107,8.172972939729386,A2H013Q01
-25.79841999999935,27.985330000000655,201.14869278703688,7.985844870210141,A2H014
-25.40360999999997,27.574780000000086,211.55674482981536,8.088854881266498,A2H019Q01
-25.127779999999845,27.62888999999996,163.36786362094242,8.108337539432178,A2H021Q01
-25.954659999999635,27.96216999999964,165.82532603461198,7.702156015037602,A2H023
-26.151189999999833,27.594860000000104,15.465849517605632,6.675522968197878,A2H024
-24.93333000000001,27.54833000000004,191.23250333333328,7.837888888888891,A2H025Q01
-25.40583000000006,28.278330000000068,248.15902937499996,7.510500000000003,A2H026Q01
-25.663169999999816,28.351150000001507,161.04778504744607,7.792662122244941,A2H027Q01
-25.650829999998958,28.319440000001663,179.5513932486658,7.854771945432941,A2H028Q01
-25.648889999999003,28.39194000000092,136.65478348746936,7.894992625368734,A2H029Q01
-25.60167000000001,28.376109999999766,229.468967579832,8.229453389830514,A2H030Q01
-25.637529999999973,27.027030000000007,141.2109351494252,7.42463218390805,A2H032
-25.87444000000004,27.78222000000004,200.16492797931025,8.18723448275862,A2H033Q01
-25.824830000000098,27.771749999999894,167.97149721290737,8.104492985971946,A2H034
-25.867499999999986,27.783329999999985,151.3235896551724,7.573103448275862,A2H035Q01
-25.72585999999972,26.884440000000385,40.93177010411901,7.5109344827586275,A2H036
-24.663609999999977,27.37582999999998,173.079745,8.0035,A2H037Q01
-25.734110000000115,27.214219999999884,11.909260021148064,7.17060365853658,A2H038
-25.71667000000002,27.186110000000024,7.510684446428571,6.157696428571428,A2H039Q01
-26.03139000000009,28.112220000000328,306.4491576595742,7.135297872340428,A2H040Q01
-26.005280000000184,28.033329999999573,251.05653556058894,7.3275651189127915,A2H042Q01
-25.95806,28.034440000000004,102.44885,7.75,A2H043Q01
-25.895499999999362,27.93480999999942,166.96470407374224,7.679179930795848,A2H044
-25.892639999999304,27.91436999999955,231.821320831749,8.028480382775118,A2H045
-26.068180000000176,27.972019999999745,137.13500075834963,7.917681818181826,A2H047
-25.573270000000583,27.754450000000315,255.41805289937082,8.138552834149754,A2H048
-25.976810000000107,27.836439999999403,287.2191476183676,8.125574055158328,A2H049
-25.99135999999999,27.84207999999954,110.18040498697398,7.815513567839186,A2H050Q01
-26.033110000000228,27.842690000000143,89.98818351344084,7.765341701534174,A2H051
-25.645559999999946,27.7844400000001,206.1990654320987,7.558189300411526,A2H052Q01
-25.809280000000058,27.476029999999888,16.288769565217393,6.5153140096618305,A2H053
-25.683329999999856,28.286390000000416,176.82328163185386,8.051212897526508,A2H054Q01
-25.69222000000058,28.293060000000146,197.74568918159406,8.079577759197331,A2H055Q01
-25.73332999999955,28.17917000000011,214.06741694178314,8.191105535055337,A2H056Q01
-25.733329999999555,28.168060000000494,217.52469197571742,8.097698821796733,A2H057Q01
-25.748190000000122,27.90985999999987,241.60330253596274,8.257785046728962,A2H058
-25.206389999999615,27.55800000000063,233.00114270404026,8.194406693711969,A2H059Q01
-25.062219999999815,27.52111000000059,195.58448329982386,8.220246466431094,A2H060Q01
-25.45964000000022,28.264309999999366,193.82053836565322,8.070012366034625,A2H061Q01
-25.759999999999312,28.220000000000507,145.11933374726996,8.034861046057761,A2H062Q01
-25.700830000000728,28.191109999999792,199.83115824980575,8.127819735819742,A2H063Q01
-25.64166999999998,28.1875,276.1462380952381,7.615555555555556,A2H066Q01
-25.708329999999986,27.84582999999998,206.34487999999993,7.158615384615383,A2H067Q01
-25.56444000000004,27.834720000000015,211.14023000000003,7.182571428571424,A2H068Q01
-25.508329999999994,27.762499999999996,198.78791904761906,8.089047619047617,A2H069
-25.383499999999934,28.305999999999912,137.71288093939384,7.848555555555556,A2H070R01
-25.385000000000126,28.309500000000032,143.95607830653267,7.923934673366833,A2H070S01
-25.578669999999974,28.329000000000065,136.6805208088235,7.927573529411766,A2H071R01
-25.574329999999943,28.32882999999995,144.20587925531913,7.994617021276597,A2H071S01
-25.30667,27.486390000000004,101.12828799999998,7.30725,A2H072R01
-25.30667,27.486390000000004,129.87318325,7.30575,A2H072S01
-25.88111,28.26306,107.05629090909089,7.190909090909091,A2H073R01
-25.724440000000197,27.84582999999901,174.70953749940898,8.061310059171591,A2H081Q01
-25.723890000000154,27.848009999999878,152.12097248571433,8.098571428571434,A2H082Q01
-25.71889000000009,27.84360999999991,156.31932851568882,8.209168262653897,A2H083Q01
-25.62110999999999,28.189720000000005,181.14024166666664,8.139166666666666,A2H084Q01
-25.621940000000464,28.191670000000137,186.439991547655,8.143769696969693,A2H085Q01
-25.78556000000001,27.259999999999994,65.26194090909092,7.50977272727273,A2H088Q01
-25.88556000000003,28.302779999999988,144.76611124164526,8.003362467866324,A2H090Q01
-25.780170000000002,27.48722,35.27792727272726,6.988181818181816,A2H092Q01
-25.54769000000006,27.35232999999996,247.77494877272736,7.985190909090914,A2H094Q01
-25.49749999999991,26.69036000000011,63.34866327428569,7.907786948176582,A2H096
-24.86722,28.259999999999998,20.733619999999995,6.715000000000001,A2H097Q01
-25.61860000000119,28.371899999998657,142.8485004213948,7.8655921908893776,A2H100Q01
-25.618500000000026,28.372100000000028,142.24261999999996,7.515384615384617,A2H101Q01
-25.617700000000013,28.372100000000245,135.48872352362702,8.353595907928382,A2H102Q01
-25.698470000000064,26.905689999999847,61.2426523866171,7.900535580524349,A2H104
-25.13111000000005,27.811109999999967,165.4028491552707,8.51858059914407,A2H106Q01
-25.65700000000008,26.69469,37.9399313609756,7.62944334975369,A2H107
-25.318559999999884,27.48947000000023,193.6501815213415,8.158073394495416,A2H110Q01
-25.306580000000267,27.476220000000097,174.21729912996403,8.215614828209771,A2H111Q01
-25.40667000000016,27.57618999999989,195.8551806943127,8.155763033175361,A2H113Q01
-25.40278000000003,27.57621999999994,210.3236563981482,8.139171296296299,A2H114Q01
-25.722780000000046,27.847780000000046,162.4002406433566,8.200957446808511,A2H117
-25.614999999999828,28.37055999999993,166.73050946093772,7.5137057291666665,A2H122Q01
-25.615000000000006,28.370559999999994,175.99956834615386,7.413038461538461,A2H122Q02
-25.6232,28.33873999999988,133.41859508740353,7.834115681233932,A2H124Q01
-25.688609999999933,28.361940000000068,130.65076718844222,7.740869346733672,A2H125Q01
-25.677779999999988,28.40193999999984,160.31803933201576,8.213071146245056,A2H126Q01
-25.69499999999983,28.358609999999825,196.71382690890252,8.140014492753632,A2H127Q01
-24.396189999999972,27.089829999999935,215.80755843157883,8.395157894736842,A2H128Q01
-24.695139999999835,27.409060000000196,216.9512077772923,8.312354319180093,A2H132Q01
-25.93947,27.33555,152.678052,8.349,A2HEX-BUFFE
-25.881870000000017,27.31007999999998,286.6025047096774,8.5584,A2HEX-LEEUW
-25.81842,27.27068,232.85310575,8.206249999999999,A2HEX-OLIFA
-25.608099999999997,27.2894,387.38468550000005,7.949214285714286,A2HEX-PAARD
-25.52135,27.37527,365.6834005,8.313333333333333,A2HEX-ROOIW
-25.63094,27.291220000000003,103.161476,7.367000000000001,A2HEX-RUSTE
-25.67578,27.277140000000003,348.175977,8.336,A2HEX-WATER
-25.65619,27.66031,520.864872,8.566,A2KARE-HARTB
-25.57478,27.68303,350.91302349999995,8.198,A2KARE-ZOUTP
-25.864450000000005,27.166429999999995,232.57541306249996,8.376593750000003,A2KLEI-MIDDE
-25.005470000000003,27.001109999999997,59.19053400000001,7.647,A2KOLO-RHENO
-25.752860000000002,26.890109999999996,57.82934124999999,7.709333333333333,A2KOST-NAAUW
-25.620079999999998,27.005329999999997,197.260871,8.142,A2KOST-TWEER
-25.359189999999998,27.2105,387.10572999999994,8.552999999999999,A2LARE-HARTB
-25.13958,27.69114,158.26034266666665,8.095666666666666,A2PIEN-BUFFE
-25.726540000002416,27.84884000000155,154.35744892580055,8.370036460348182,A2R001Q01
-25.745080000000005,27.8501,173.47652571428569,7.777999999999999,A2R001Q02
-25.761649999999996,27.803639999999987,175.91011538461538,7.707692307692308,A2R001Q03
-25.76283999999999,27.86602000000001,167.33596153846156,7.449999999999999,A2R001Q04
-25.761729999999986,27.89026999999999,179.08303846153848,7.28076923076923,A2R001Q05
-25.75207,27.893919999999998,135.7403,8.736666666666666,A2R001Q06
-25.760220000000015,27.82184000000004,197.69571363636354,8.718181818181817,A2R001Q07
-25.73993000000003,27.86421999999996,197.2122009009009,8.620900900900905,A2R001Q08
-25.74242000000003,27.882779999999947,196.26246446280985,8.764545454545452,A2R001Q10
-25.622619999999685,28.189549999999464,189.40808684204163,8.11480656934307,A2R002Q01
-25.623,28.189000000000004,188.6535,7.866666666666667,A2R002Q02
-25.623,28.189,248.84564999999998,8.59,A2R002Q03
-25.623,28.189,249.7599,8.195,A2R002Q04
-25.623,28.189,247.20285,8.3,A2R002Q05
-25.623,28.189,247.6256,8.3,A2R002Q06
-25.623,28.189,248.84564999999998,8.045,A2R002Q07
-25.623,28.189,247.2953,8.045,A2R002Q08
-25.623,28.189,213.4167,8.145,A2R002Q09
-25.623,28.189,243.66674999999998,8.09,A2R002Q10
-25.785109999999875,27.259329999999917,108.53651340763047,8.170697580645157,A2R003
-25.87639000000023,28.265279999999688,133.41333387846825,8.25446829810902,A2R004Q01
-25.87639,28.265279999999997,141.1697,8.0,A2R004Q02
-25.87639,28.265279999999997,141.4597,7.9,A2R004Q03
-25.87639,28.265279999999997,143.25579999999997,8.045,A2R004Q04
-25.87639,28.265279999999997,142.7967,7.95,A2R004Q05
-25.87639,28.265279999999997,140.1709,8.045,A2R004Q06
-25.87639,28.265279999999997,141.12939999999998,7.9,A2R004Q07
-25.87639,28.265279999999997,140.9603,7.85,A2R004Q08
-25.87639,28.265279999999997,141.6288,7.95,A2R004Q09
-25.87639,28.265279999999997,142.29729999999998,7.800000000000001,A2R004Q10
-25.87639,28.265279999999997,140.68215,7.9,A2R004Q11
-25.77916999999984,27.487499999999905,23.832202890818866,7.423253101736963,A2R005Q01
-25.562809999999995,27.349360000000125,255.34894634236468,8.452803482587063,A2R006
-25.497690000000134,26.690470000000218,70.27097129253563,7.807056531284308,A2R007
-24.867220000000067,28.26000000000014,19.585586127358496,7.087952830188681,A2R008Q01
-25.62200000000209,28.37300000000303,135.98623466751545,8.323917341286739,A2R009Q01
-25.61999999999967,28.358000000000157,134.722891829804,8.357078554595443,A2R009Q02
-25.62083,28.373330000000006,140.6136590909091,8.306363636363637,A2R009Q03
-25.620830000000005,28.373330000000003,144.21536999999998,8.156,A2R009Q04
-25.62083000000001,28.373330000000006,146.02643333333333,8.062500000000002,A2R009Q05
-25.620830000000005,28.373330000000003,133.75831999999997,8.142,A2R009Q06
-25.63999999999964,28.3440000000002,135.38541172902603,8.360142166344291,A2R009Q07
-25.634999999999312,28.379000000000605,133.79993549999998,8.280685303514362,A2R009Q08
-25.627000000000333,28.348999999999396,134.8418689826708,8.396403472931567,A2R009Q09
-25.62554,28.345440000000004,188.4340915,7.770499999999998,A2R009Q10
-25.700000000000355,26.90500000000004,62.52049487312416,7.830357435197828,A2R011Q01
-25.131109999999712,27.811109999999708,164.91193889157296,8.518842760180991,A2R012Q01
-25.66180999999983,26.69400000000018,44.57504011612902,7.500402597402601,A2R013
-25.309300000000334,27.475000000000207,156.24579296747973,8.064030995106036,A2R014Q01
-25.40740000000005,27.577199999999817,210.09612391160218,8.276957642725595,A2R015Q01
-25.40472,27.57667,247.90095,8.0125,A2R015Q02
