lat,lon,hardness,ph,station
-23.24847,30.2728,492.68035599999996,8.389,2330AB00172
-23.24136,30.3683,244.036294,8.093,2330AB00238
-23.21961,30.46402,354.57013099999995,8.003,2330AB00290
-23.16872,30.396720000000002,331.7866879999999,8.033999999999999,2330AB00324
-23.19894,30.31852,425.04315099999997,8.29,2330AB00354
-23.18272,30.322190000000003,538.603708,8.419,2330AB00355
-23.26322,30.34945,327.802028,8.033999999999999,2330AD00306
-23.63277,30.236659999999997,36.484447,7.891,2330CA00011
-23.63622,30.237409999999997,91.042681,7.877999999999999,2330CA00075
-23.6811,30.88162,306.912605,8.412,2330DB00045
-23.669320000000003,30.990609999999997,313.77117300000003,8.456,2330DB00050
-24.2904,29.460259999999998,487.776658,8.1345,2429AD00382
-24.399910000000002,29.376379999999997,356.509975,8.485,2429AD00500
-24.46322,29.448,259.202115,8.281,2429AD00572
-24.58708,29.41344,460.84350599999993,8.232999999999999,2429CB00259
-24.7354,29.42793,648.4550959999999,7.722,2429CB00291
-24.566129999999998,29.37558,980.498175,8.113,2429CB00292
-24.95668,29.41198,166.05598399999997,8.427999999999999,2429CD00225
-24.98785,29.394940000000002,334.984312,8.323,2429CD00226
-24.97847,29.55622,63.553032,8.353,2429DA00202
-24.707810000000002,29.591890000000003,216.794525,8.311,2429DA00277
-24.72139,29.738159999999997,341.13561400000003,7.79,2429DA00316
-24.59122,29.720809999999997,184.19422400000002,8.259,2429DA00345
-24.79712,29.53565,237.27064099999998,8.062999999999999,2429DC00057
-24.86724,29.727629999999998,101.495127,7.314,2429DC00063
-24.95897,29.556079999999998,70.562234,8.285,2429DC00069
-24.86692,29.72642,145.855504,7.254,2429DC00092
-24.95985,29.62205,12.114584,7.71,2429DC00112
-24.7587,29.706970000000002,39.188049,7.762,2429DC00139
-24.89227,29.66977,115.52879,7.386,2429DC00154
-24.82306,29.68125,29.859012999999997,7.67,2429DC00230
-24.776889999999998,29.69197,102.40357,8.187999999999999,2429DC00231
-24.92065,29.62015,40.590473,7.452500000000001,2429DC00232
-24.932989999999997,29.66409,287.4486415,7.82,2429DC00233
-24.939339999999998,29.61341,66.09325,7.794,2429DC00234
-24.88728,29.669729999999998,124.95823399999999,7.216,2429DC00235
-24.866670000000003,29.73183,155.144921,7.443,2429DC00236
-24.99426,29.60412,58.481688,8.134,2429DC00237
-24.84456,29.788359999999997,19.11533,7.575,2429DD00175
-24.995829999999998,29.83418,151.37838699999998,7.944,2429DD00534
-24.95025,29.7773,28.974223999999992,7.933,2429DD00537
-24.99774,29.76766,24.229315,7.584,2429DD00566
-24.951,29.81302,46.542879,7.8294999999999995,2429DD00583
-24.90695,29.77416,53.026500999999996,7.867000000000001,2429DD00644
-24.97812,29.79397,77.788608,7.86,2429DD00723
-24.77538,29.847170000000002,193.539728,7.925,2429DD00760
-24.928160000000002,29.756079999999997,16.533462999999998,7.652,2429DD00767
-24.50936,30.174690000000002,354.733462,8.274,2430CA00274
-25.4444,25.8621,285.98090249999996,8.0915,2525BD00198
-25.4574,25.853,239.15306249999998,8.1295,2525BD00199
-25.6506,25.9959,338.09851,8.141,2525DB00393
-25.5441,25.9456,256.280216,8.408999999999999,2525DB00394
-25.5454,25.9408,207.292003,8.347999999999999,2525DB00395
-25.8573,25.8714,363.812686,7.9135,2525DD00644
-25.8232,25.9665,310.726441,8.113,2525DD00646
-25.7013,26.0081,279.2076565,7.991999999999999,2526CA00755
-25.72110000000008,26.135400000000022,247.1811065594405,8.102503496503493,2526CA00756
-25.72869,26.30048,35.828641,7.849,2526CB00262
-25.8264,26.0655,160.7901795,8.2085,2526CC00486
-25.8895,26.025899999999996,203.08028166666665,8.324,2526CC00487
-25.75153,26.350209999999997,235.23496399999996,8.392999999999999,2526CD00200
-25.76127,26.349140000000002,150.555432,8.181000000000001,2526CD00201
-25.82081,26.43637,167.91530699999998,8.422,2526CD00209
-25.82572,26.43815,166.98233199999999,8.315,2526CD00213
-25.82356,26.46827,181.49692199999998,8.318999999999999,2526CD00219
-25.76592,26.35962,22.752592,7.369,2526CD00301
-25.78872,26.36678,140.85666799999998,8.07,2526CD00310
-25.82007,26.46838,171.32487400000002,8.054,2526CD00312
-25.76096,26.324840000000002,245.63003500000002,8.033,2526CD00315
-25.9842,26.39514,249.61875799999996,7.803,2526CD00319
-25.75812,26.34331,211.861377,8.493,2526CD00324
-25.75848,26.32906,243.55563899999999,8.361,2526CD00325
-25.13525,28.64692,899.3432659999999,8.261000000000001,2528BA00161
-25.13847,28.64433,301.700113,8.365,2528BA00162
-25.13853,28.649359999999998,346.46189699999996,8.197000000000001,2528BA00165
-25.138189999999998,28.650440000000003,850.9664519999999,8.267000000000001,2528BA00168
-25.7848,28.194599999999998,220.71441633333333,7.855333333333334,2528CC00062
-25.9362,28.2449,211.21940533333336,7.71,2528CC00959
-25.7848,28.1949,218.90655766666666,7.747333333333334,2528CC00960
-25.9171,28.3383,116.60855649999999,8.076,2528CD00436
-25.9157,28.3438,112.480537,8.007,2528CD00442
-25.9859,28.3314,138.88895,7.791499999999999,2528CD00443
-25.04504,29.748659999999997,14.262587,7.596,2529BA00104
-25.059070000000002,29.63402,12.225316,7.447,2529BA00235
-25.215,29.60166,399.395287,8.384,2529BA00236
-25.21602,29.601159999999997,285.77527799999996,8.347999999999999,2529BA00237
-25.029770000000003,29.783209999999997,109.655031,7.511,2529BB00133
-25.09175,29.750009999999996,21.778866999999998,7.367000000000001,2529BB00134
-25.27287,29.555459999999997,87.60165799999999,8.039,2529BC00200
-25.27009,29.55684,3.3425,4.418,2529BC00201
-25.263189999999998,29.6063,386.280334,8.379,2529BC00202
-25.26923,29.59927,162.831741,8.392999999999999,2529BC00203
-25.27753,29.59778,143.244578,8.131,2529BC00204
-26.27451,26.865040000000015,312.4416431153846,8.342120000000001,2626BD00185
-26.2752,26.8644,281.74366499999996,7.7555,2626BD00306
-26.670000000000027,26.869169999999986,518.7837531298701,7.9141818181818175,2626DB00387
-26.1981,27.1649,231.7793815,7.9425,2627AA00143
-26.38624,27.1378,280.36714399999994,8.299,2627AC00230
-26.4102,27.1744,373.50914449999993,8.168,2627AC00232
-26.4096,27.1775,387.03579649999995,8.181000000000001,2627AC00234
-26.4799,27.1516,355.926522,7.974499999999999,2627AC00258
-26.09801999999999,27.71962000000001,635.5983969019604,7.0972800000000005,2627BA00267
-26.097620000000003,27.71930999999997,513.4656614727272,7.205075471698113,2627BA00268
-26.09681,27.719160000000027,280.4978903454546,7.1081509433962236,2627BA00269
-26.090760000000024,27.722220000000032,22.84793254545454,7.167641509433961,2627BA00270
-26.077250000000028,27.699119999999997,107.47142167272726,7.639407407407407,2627BA00271
-26.0268,27.5641,130.30317050000002,8.0035,2627BA00706
-26.284719999999997,27.636390000000002,263.36950909090905,7.75060606060606,2627BC00417
-26.26667,27.73333,221.421617,8.075,2627BC00437
-26.26667,27.73333,83.527154,7.851,2627BC00438
-26.26667,27.73333,5.482429,9.473,2627BC00439
-26.26667,27.73333,201.333795,7.907,2627BC00440
-26.291669999999993,27.616670000000003,537.909762962963,7.47111111111111,2627BC00449
-26.289440000000006,27.67083,430.4777222222222,7.831111111111111,2627BC00450
-27.4641,23.4362,188.96174699999997,8.393666666666668,2723AD00076
-27.446389999999987,23.489170000000026,223.18335853658533,7.903170731707321,2723AD00077
-27.502000000000006,23.6841,317.55064024999996,8.564333333333332,2723AD00405
-27.6826,23.6043,315.24597563636365,8.445363636363636,2723DA00378
-27.6636,24.0879,320.13249,8.100999999999999,2724CA00102
-27.6048,24.6008,581.7136680000001,8.1935,2724DA00080
-27.6112,24.6022,472.11899999999997,8.39,2724DA00081
-27.07222000000001,26.769999999999985,549.1057539078947,7.9751315789473685,2726BB00004
-28.1663,23.5568,148.776816,8.314,2823BA00172
-28.1332,23.5636,80.4021575,8.1125,2823BA00173
-29.89428,24.489420000000003,697.2352239999999,8.306000000000001,2924CD00008
-31.675130000000003,18.664409999999993,339.55608826315785,8.284684210526315,3118DA00097
-31.66944,18.983060000000002,36.553349999999995,4.76,3118DB00056
-31.94861,18.92361,60.735499999999995,4.65,3118DD00133
-31.73528,19.00722,18.8065,7.8,3119CA00030
-31.56083,19.11639,20.562299999999997,6.86,3119CA00033
-31.601670000000002,19.01778,19.0562,7.4,3119CA00037
-31.84028,19.00139,47.084199999999996,7.3,3119CC00045
-31.996940000000002,19.07444,36.3487,6.83,3119CC00048
-32.21586,18.376379999999997,371.19635999999997,6.3373333333333335,3218AB00331
-32.25806,18.400560000000002,32.751262999999994,6.4670000000000005,3218AD00003
-32.419999999999995,18.498330000000006,38.612671625,6.554083333333334,3218AD00101
-32.69083,18.482500000000012,66.47617900000002,6.499714285714285,3218CB00134
-32.57,18.89,80.971757,7.034,3218DB00030
-32.57,18.9,237.880024,8.324,3218DB00032
-32.74,18.884,535.497838,7.598,3218DB00224
-31.738319999999998,18.7933,16.4085028,6.8924,3218DB00247
-32.82917,18.77,136.35399600000002,8.16,3218DD00175
-32.09278,19.05,3.3425,4.89,3219AA00118
-32.6583,19.099999999999998,5.1803036,5.879099999999999,3219CA00029
-32.025560000000006,19.210829999999994,27.371760857142846,6.097666666666666,3219CA00030
-32.35055999999999,18.74222,9.156995461538461,6.12346153846154,3219CA00031
-32.70657,19.21201,3.3425,4.928,3219CA00098
-32.67345,19.20427,5.884446,5.202000000000001,3219CA00099
-32.6588,19.2013,3.3425,5.023,3219CA00100
-32.65118,19.20354,3.3425,5.121,3219CA00103
-32.68603,19.23909,7.316911999999999,5.3,3219CA00183
-32.67499999999999,19.208610000000007,6.603711999999999,5.973260869565218,3219CA00184
-32.648990000000005,19.20461,5.410016,5.917999999999998,3219CA00186
-32.568059999999996,19.02972,8.378414625,5.678750000000001,3219CA00189
-32.58222,19.07639,11.6142,7.2,3219CA00223
-32.550000000000004,19.359720000000006,31.836139090909093,7.375454545454546,3219CB00034
-32.86083,19.10611,5.758873749999999,6.5265,3219CC00063
-32.83056,19.055270000000004,14.547492666666667,6.856222222222222,3219CC00066
-32.84167,19.056389999999997,11.558811222222223,6.884888888888889,3219CC00067
-32.895,19.355829999999997,7.332573,5.926833333333334,3219CD00063
-32.098099999999995,22.638499999999997,139.22247575,7.87575,3222BA00023
-32.948609999999995,22.48056,92.62043,7.701,3222CD00004
-32.135,25.62583,9.535059999999998,9.203,3225BA00107
-33.12465,18.23638,362.461347,7.999,3318AA00291
-33.96012,18.9061,10.45294,6.29,3318DD00339
-33.95776,18.91112,3.3425,5.83,3318DD00340
-33.88538,19.09319,6.910192,6.97475,3319CC00222
-33.99369,21.19489,34.527998000000004,8.044,3321CC00009
-33.97611,21.19892,7.92836,4.283,3321CC00010
-33.96136,19.58333,10.77796,7.741,3321CD00012
-33.98703,21.58117,162.83093799999997,7.437,3321DC00009
-33.80551,22.335620000000002,8.1903235,6.951499999999999,3322CD00058
-33.93505,22.40085,38.476339,9.035,3322CD00071
-33.58485,22.53075,17.698278000000002,6.905,3322DA00053
-33.651999999999994,22.589499999999997,16.1687181,7.1084000000000005,3322DA00146
-33.39909999999999,23.15442000000001,41.304844642857134,7.4345,3323AC00074
-33.81472,23.73694,30.421437,6.464,3323DC00013
-33.73389,25.322779999999998,32.192299999999996,7.33,3325CB00125
-34.14,19.02583,24.833189999999995,7.494,3419AA00337
-34.01972,21.16497,28.913204999999998,7.278,3421AA00001
-34.03111,21.133329999999997,13.68686,6.44,3421AA00044
-34.03604,21.09009,17.949253,7.5,3421AA00045
-34.0325,21.098670000000002,17.998199000000003,7.347,3421AA00046
-34.00315,21.1036,21.716621,7.585,3421AA00047
-34.0135,21.16444,18.978127999999998,7.1160000000000005,3421AA00048
-34.013329999999996,21.133329999999997,11.719182,7.218,3421AA00049
-34.01944,21.47167,67.72912099999999,7.09,3421AB00038
-34.22375,21.30128,237.003622,8.355,3421AB00077
-34.01356,21.336170000000003,22.218487,7.553,3421AB00080
-34.012170000000005,21.35225,21.00065,7.097,3421AB00081
-34.0135,21.30767,16.438238999999996,7.122000000000001,3421AB00082
-34.01378,21.265970000000003,22.109610999999997,7.409,3421AB00083
-34.026559999999996,21.439420000000002,28.867405999999995,7.761,3421AB00084
-34.01011,21.44783,28.650149999999996,7.2970000000000015,3421AB00088
